ID;Название;Предмет;Классы;Класс от;Класс до;Формат;Тип участия;Рейтинг;Статус;Статус исходный;Календарь;Календарь статус;Календарь исходный;Расписание обновлено;Источник календаря;Уровень олимпиады;Профиль уровня;Статус уровня;Источник уровня;Дата проверки;Организатор;Контакты;Документы;Описание;Особенности;Источник;URL
5443;Всероссийская Толстовская олимпиада школьников по обществознанию;Обществознание;10–11 классы;10.0;11.0;Очно-заочная;Личная;7.9;Расписание не опубликовано;Расписание следующей олимпиады ожидается в ноябре 2026 года;Публикация расписания: ожидается в ноябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5443;III;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Тульский государственный педагогический университет им. Л. Н. Толстого; →; Южно-Уральский государственный гуманитарно-педагогический университет; Рязанский государственный университет имени С. А. Есенина; Государственный социально-гуманитарный университет; Московский городской педагогический университет; Тверской государственный университет; Белгородский государственный национальный исследовательский университет";"olymp.tsput.ru/...; Olymp@tsput.ru";"Положение; →; Регламент";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Всероссийская Толстовская олимпиада;https://olimpiada.ru/activity/5443
85;Всероссийская олимпиада по обществознанию;Обществознание;5–11 классы;5.0;11.0;Очная;Личная;8.3;Идёт этап;Школьный этап проходит до 1 ноября;"Школьный этап: До 1 ноя
Муниципальный этап: 2 ноя—25 дек";Опубликован;"Школьный этап
До 1 ноя
Муниципальный этап
2 ноя—25 дек";Обновлено 1 сентября;https://olimpiada.ru/activity/85;ВсОШ;Обществознание;"ВсОШ: отдельная система; уровни I–III РСОШ не применяются";https://vserosolimp.edsoo.ru/;24.09.2026;"Минпросвещения России; →; Ответственные в регионах";vserosolimp.edsoo.ru;"Порядок проведения; →";Всероссийская олимпиада школьников по обществознанию проводится с 2001 года. Традиционно состоит из четырех этапов: школьный, муниципальный, региональный и заключительный. .. Школьный этап олимпиады проводится в один тур. В нем может принять участие любой ученик 5-11 классов. На следующие этапы проходят участники, набравшие необходимое количество баллов, а также победители и призеры соответствующего этапа прошлого года. Муниципальный этап проходит в один тур для 7-8 классов и в два тура для 9-11. Региональный состоит из двух туров: первый включает аналитические и творческие задания, второй – задачи по обществоведческим дисциплинам. Заключительный этап олимпиады по обществознанию проводится в три тура: первый и второй – письменные, третий тур – устный (нужно подготовить семиминутное выступление на заданную организаторами тему). Обществознание – комплексная наука, поэтому задания включают в себя вопросы по социологии и политологии, философии и культурологии, психологии и экономике. Это соревнование для школьников с широким кругозором.;Личная | Участник самостоятельно выполняет задания | Очная | Для участия нужно прийти в заранее известное место проведения | Правила игры | Общие положения прописаны в Порядке проведения олимпиады, который утверждает Минобрнауки России | Порядок проведения ВсОШ → | Льготы при поступлении | Победители и призеры финала олимпиады поступают без экзаменов в любой вуз по профильному направлению | Подробнее о льготах → | Локальные особенности | В Москве школьный этап проходит по единым заданиям и единому графику | Сайт этапов ВсОШ в Москве →;Объединение: Всероссийская олимпиада школьников;https://olimpiada.ru/activity/85
6988;Всероссийская олимпиада школьников «Знатоки права»;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;6.2;Следующий цикл ожидается;Следующее соревнование начнется в октябре;Следующее соревнование: Следующее соревнование начнется в октябре;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/6988;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"Волгоградская академия МВД России; →";"xn--80ad.xn--b1aew.xn--p1ai/...; olimpiada@va-mvd.ru";"Положение; →; Регламент";Соревнование проводится среди учеников 8-11 классов и студентов первых курсов учреждений среднего профессионального образования в два этапа: отборочный и заключительный. .. Первый проходит в дистанционной форме, за 60 минут участникам необходимо ответить на 60 вопросов. Победители и призеры приглашаются на заключительный этап. Финалистам предложат выступить с докладом на заданную тему и ответить на вопросы тестирования.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Каталог /activities;https://olimpiada.ru/activity/6988
5217;Герценовская олимпиада школьников по обществознанию;Обществознание;10–11 классы;10.0;11.0;Очно-заочная;Личная;7.4;Расписание не опубликовано;Расписание олимпиады в этом году пока не известно;Не опубликовано;Не опубликован;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5217;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;РГПУ им. А.И. Герцена;"herzen.spb.ru/...; herzen1797@gmail.com";"Положение; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Герценовские внутривузовские олимпиады;https://olimpiada.ru/activity/5217
5396;Международная олимпиада УрФУ для школьников «Изумруд» по обществознанию;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;8.5;Идёт этап;Отборочный этап проходит до 19 января;"Отборочный этап: До 19 янв
Дополнительная дата: 31 янв—2 фев";Частично опубликован;"Отборочный этап
До 19 янв
31 янв—2 фев";Обновлено 4 июня;https://olimpiada.ru/activity/5396;III;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Уральский федеральный университет имени первого Президента России Б. Н. Ельцина; →";"izumrud.urfu.ru; olymp@urfu.ru";"Нормативные документы; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Международная олимпиада УрФУ для школьников «Изумруд»;https://olimpiada.ru/activity/5396
5229;Международная философская олимпиада;Обществознание;10–11 классы;10.0;11.0;Очная;Личная;7.0;Следующий цикл ожидается;Следующее соревнование пройдет в мае 2027 года;Следующее соревнование: Следующее соревнование пройдет в мае 2027 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5229;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;The Department of Philosophy;philosophy-olympiad.org;;Международная философская олимпиада (IPO) проводится ежегодно для учеников 10-11 классов. Школьники выбирают одну из предложенных тем – высказывания знаменитых философов – и пишут эссе. .. На выполнение задания дается четыре часа. Работа может быть написана на одном из языков: английском, французском, немецком, испанском. При этом язык должен быть для участника иностранным. Основной рабочий язык олимпиады – английский. Согласно правилам, каждую страну могут представлять один или два ученика старших классов. Исключение составляет принимающая сторона – участвовать в соревнованиях могут не более 10 школьников. Отбор в команду России проводится среди участников конкурса «Философское эссе на иностранном языке», который проходит на философском факультете МГУ имени М. В. Ломоносова. http://www.philosophy-olympiad.org/;Личная | Участник самостоятельно выполняет задания | Очная | Для участия нужно прийти в заранее известное место проведения;Объединение: Международные олимпиады;https://olimpiada.ru/activity/5229
173;Межрегиональная олимпиада школьников на базе ведомственных образовательных организаций (обществознание);Обществознание;9–11 классы;9.0;11.0;Очно-заочная;Личная;8.4;Итоги опубликованы;"Опубликованы итоги; следующее соревнование ожидается в декабре 2026 года";"Следующее соревнование: Опубликованы итоги; следующее соревнование ожидается в декабре 2026 года";Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/173;III;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Академия ФСБ России; →; Академия ФСО России";"v-olymp.ru/...; lex@v-olymp.ru";;Состязание для учеников, постигающих основы общественных наук. Участвовать могут учащиеся 9-11 классов;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада школьников на базе ведомственных образовательных организаций;https://olimpiada.ru/activity/173
6957;Многопрофильная инженерная олимпиада «Звезда» по общественным наукам;Обществознание;5–7 классы;5.0;7.0;Очно-заочная;Личная;5.8;Этап указан;Очный отборочный этап;"Интернет-тур отборочного этапа: 20 окт—22 дек
Очный отборочный этап: 5 ноя—22 дек";Опубликован;"Интернет-тур отборочного этапа
20 окт—22 дек
Очный отборочный этап
5 ноя—22 дек";Обновлено 17 сентября;https://olimpiada.ru/activity/6957;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;"Южно-Уральский государственный университет; →; Союз машиностроителей России; Южно-Российский политехнический университет (НПИ) имени М. И. Платова";"zv.susu.ru/...; zv@susu.ru";"Положение и регламент; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопрофильная инженерная олимпиада «Звезда»;https://olimpiada.ru/activity/6957
5107;Многопрофильная инженерная олимпиада «Звезда» по обществознанию;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;8.0;Этап указан;Очный отборочный этап;"Интернет-тур отборочного этапа: 20 окт—22 дек
Очный отборочный этап: 5 ноя—22 дек";Опубликован;"Интернет-тур отборочного этапа
20 окт—22 дек
Очный отборочный этап
5 ноя—22 дек";Обновлено 17 сентября;https://olimpiada.ru/activity/5107;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;"Южно-Уральский государственный университет; →; Союз машиностроителей России; Южно-Российский политехнический университет (НПИ) имени М. И. Платова";"zv.susu.ru/...; zv@susu.ru";"Положение и регламент; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопрофильная инженерная олимпиада «Звезда»;https://olimpiada.ru/activity/5107
5390;Многопрофильная олимпиада «Аксиос» по обществознанию;Обществознание;5–11 классы;5.0;11.0;Очно-заочная;Личная;8.6;Итоги опубликованы;"Опубликованы итоги; следующее соревнование ожидается в октябре 2026 года";"Следующее соревнование: Опубликованы итоги; следующее соревнование ожидается в октябре 2026 года";Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5390;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"Православный Свято-Тихоновский гуманитарный университет; →";"aksios.pravolimp.ru; olimpiada@pstgu.ru";"Положение и регламент; →";Олимпиада по обществознанию проводится в два тура: заочный и очный. Участвовать могут ученики 6-11 классов;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Каталог /activities;https://olimpiada.ru/activity/5390
106;Московская олимпиада по обществознанию;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;8.2;Расписание не опубликовано;Ожидается расписание состязания;Публикация расписания: ожидается расписание состязания;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/106;II;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Департамент образования и науки города Москвы; →";"moshist.ru; hist@mosolymp.ru";"Положение; →";Московская олимпиада школьников по обществознанию проводится с 2010 года для учащихся 8-11 классов. .. Ее задания включают элементы политологии, философии, экономики, социологии, культурологии и юриспруденции. Задачи дистанционного этапа состоят из двух частей: тест и задания с развернутым ответом. В очном этапе принимают участие победители и призеры дистанционного этапа, а также финала олимпиады прошлого года. С каждым годом все больше участников из разных регионов России принимают участие в состязании.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Московская олимпиада школьников;https://olimpiada.ru/activity/106
150;Олимпиада «Высшая проба» по обществознанию;Обществознание;9–11 классы;9.0;11.0;Очно-заочная;Личная;8.7;Регистрация завершена;Регистрация открыта до 22 сентября;"Регистрация: До 22 сен
Дополнительная дата: Первый тур отборочного этапа: 1 день
Дополнительная дата: 26 сен
Дополнительная дата: Первый тур отборочного этапа: 2 день
Дополнительная дата: 2 окт";Частично опубликован;"Регистрация
До 22 сен
Первый тур отборочного этапа: 1 день
26 сен
Первый тур отборочного этапа: 2 день
2 окт";Обновлено 7 сентября;https://olimpiada.ru/activity/150;I;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский университет Высшая школа экономики; →";"olymp.hse.ru/...; olymp@hse.ru";"Положение и регламент; →";Олимпиада по обществознанию «Высшая проба» проводится с 2003 года. Соревнование помогает школьникам 8-11 классов увидеть новые грани социологии, философии, политологии, экономики и права. .. Все олимпиадные задания соотнесены с научными дисциплинами, входящими в обществознание. Однако наиболее ценными считаются работы, в которых участники смогли раскрыть междисциплинарные связи при решении предложенных задач.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Высшая проба»;https://olimpiada.ru/activity/150
5448;Олимпиада «Высшая проба» по социологии;Обществознание;9–11 классы;9.0;11.0;Очно-заочная;Личная;8.6;Регистрация завершена;Регистрация открыта до 22 сентября;"Регистрация: До 22 сен
Первый тур отборочного этапа: 27 сен";Опубликован;"Регистрация
До 22 сен
Первый тур отборочного этапа
27 сен";Обновлено 7 сентября;https://olimpiada.ru/activity/5448;I;социология;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский университет Высшая школа экономики; →";"olymp.hse.ru/...; olymp@hse.ru";"Положение и регламент; →";Олимпиада «Высшая проба» по направлению социология впервые проводилась в 2016-2017 учебном году. Это соревнование для старшеклассников, которые понимают, как функционирует современное общество. .. Участникам олимпиады понадобятся не только специальные знания и социологическое воображение, но и общая эрудиция. Если вы знаете, почему в деревне ключ от дома прячут под ковриком у двери, а в городе квартиры закрывают на несколько замков, это соревнование для вас.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Высшая проба»;https://olimpiada.ru/activity/5448
5449;Олимпиада «Высшая проба» по философии;Обществознание;9–11 классы;9.0;11.0;Очно-заочная;Личная;8.3;Регистрация завершена;Регистрация открыта до 22 сентября;"Регистрация: До 22 сен
Первый тур отборочного этапа: 26 сен";Опубликован;"Регистрация
До 22 сен
Первый тур отборочного этапа
26 сен";Обновлено 7 сентября;https://olimpiada.ru/activity/5449;II;философия;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Национальный исследовательский университет Высшая школа экономики; →";"olymp.hse.ru/...; olymp@hse.ru";"Положение и регламент; →";Олимпиада по философии «Высшая проба» впервые прошла в 2016/2017 учебном году. Ее задания предназначены для тех старшеклассников, которые всерьез увлечены философской проблематикой. .. Вопросы отборочного и заключительного этапов олимпиады рассчитаны на знание истории философии и на понимание современного положения этой науки. От участников требуется умение мыслить нетривиально, но последовательно.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Высшая проба»;https://olimpiada.ru/activity/5449
5296;Олимпиада «Миссия выполнима. Твое призвание - финансист!» по обществознанию;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;7.2;Текущий статус не указан;Регистрация на отборочный этап открыта до 30 ноября;"Регистрация на отборочный этап: До 30 ноя
Отборочный этап: 5—6 дек";Опубликован;"Регистрация на отборочный этап
До 30 ноя
Отборочный этап
5—6 дек";Обновлено 14 сентября;https://olimpiada.ru/activity/5296;III;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Финансовый университет при Правительстве Российской Федерации; →";"mission.fa.ru; olymp@fa.ru";;;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Миссия выполнима. Твое призвание – финансист!»;https://olimpiada.ru/activity/5296
5300;Олимпиада «Общество и знания»;Обществознание;9–11 классы;9.0;11.0;Очно-заочная;Личная;7.6;Следующий цикл ожидается;Следующее соревнование начнется в октябре;Следующее соревнование: Следующее соревнование начнется в октябре;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5300;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"Омская академия МВД России; →";"omamvd.ru/...; olympiada.omamvd@gmail.com";"Положение; →; Регламент";Межрегиональная олимпиада школьников по обществознанию «Общество и знания» учреждена в 2009 году. Турнир для учеников 9-11 классов проводит Омская академия МВД России при поддержке Департамента образования города Омска. .. Олимпиада проходит в два этапа. Первый проводится в форме интернет-тестирования, победители и призеры приглашаются на заключительный этап. Участникам финальных соревнований предложат выполнить творческую работу на заданную тему и ответить на вопросы по школьному курсу обществознания. До 2024/25 учебного года соревнование называлось «Кодекс знаний».;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Каталог /activities;https://olimpiada.ru/activity/5300
5050;Олимпиада «Океан знаний» по обществознанию;Обществознание;10–11 классы;10.0;11.0;Очно-заочная;Личная;8.2;Расписание не опубликовано;Расписание следующей олимпиады ожидается в сентябре 2026 года;Публикация расписания: ожидается в сентябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5050;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"ФГАОУ ВПО Дальневосточный федеральный университет (ДВФУ); →";"dvfu.ru/...; ocean@dvfu.ru";;;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Океан знаний»;https://olimpiada.ru/activity/5050
116;Олимпиада «Покори Воробьевы горы!» по обществознанию;Обществознание;5–11 классы;5.0;11.0;Очно-заочная;Личная;8.6;Следующий цикл ожидается;Следующее соревнование начнется в декабре;Следующее соревнование: Следующее соревнование начнется в декабре;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/116;I;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Газета Московский комсомолец; →; Московский государственный университет имени М. В. Ломоносова";"pvg.mk.ru; konkurs@mk.ru";"Положение; →; Регламент";МГУ имени М. В. Ломоносова и издательский дом «Московский Комсомолец» ежегодно проводят олимпиаду «Покори Воробьевы горы!» по обществознанию. К участию приглашаются школьники 5-11 классов. .. Олимпиада проходит в два этапа. Задания отборочного этапа размещаются в личных кабинетах участников, выполнять их можно дистанционно. Они состоят из двух блоков: тестовые вопросы и сочинение на обществоведческую тематику. Заключительный этап проводится очно в МГУ имени М. В. Ломоносова и на региональных площадках. На него приглашаются победители и призеры первого этапа. Участников ждут тестовые вопросы, задачи по праву и сочинение.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Покори Воробьевы горы!»;https://olimpiada.ru/activity/116
5844;Олимпиада «Учись строить будущее» по обществознанию;Обществознание;10–11 классы;10.0;11.0;Очно-заочная;Личная;6.3;Следующий цикл ожидается;Следующее соревнование ожидается в ноябре 2026 года;Следующее соревнование: Следующее соревнование ожидается в ноябре 2026 года;Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/5844;—;;Точное соответствие проекту РСОШ 2026/27 не найдено;https://rsr-olymp.ru/news/123;24.09.2026;"Московский государственный строительный университет; →";"mgsu.ru/...; olimp@mgsu.ru";"Положение и регламент; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада «Учись строить будущее»;https://olimpiada.ru/activity/5844
427;Олимпиада «Юные таланты» по обществознанию;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;7.0;Расписание не опубликовано;Расписание олимпиады в этом году пока не известно;Не опубликовано;Не опубликован;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/427;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;Федеральное бюджетное государственное образовательное учреждение высшего профессионального образования Пермский государственный национальный исследовательский университет;"olymp.psu.ru/...; evelinafrolovich@yandex.ru";"Положение; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопредметная олимпиада «Юные таланты»;https://olimpiada.ru/activity/427
426;Олимпиада «Юные таланты» по социологии;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;7.7;Итоги опубликованы;"Опубликованы итоги; следующее соревнование ожидается в январе 2027 года";"Следующее соревнование: Опубликованы итоги; следующее соревнование ожидается в январе 2027 года";Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/426;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;"Пермский государственный национальный исследовательский университет; →";"olymp.psu.ru/...; olimp.philos@gmail.com";"Положение; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопредметная олимпиада «Юные таланты»;https://olimpiada.ru/activity/426
425;Олимпиада «Юные таланты» по философии;Обществознание;10–11 классы;10.0;11.0;Очно-заочная;Личная;7.2;Итоги опубликованы;"Опубликованы итоги; следующее соревнование ожидается в январе 2027 года";"Следующее соревнование: Опубликованы итоги; следующее соревнование ожидается в январе 2027 года";Частично заполнен по текущему статусу;Расписание олимпиады в этом году пока не известно;;https://olimpiada.ru/activity/425;—;;Этот профиль не найден в проекте РСОШ 2026/27;https://rsr-olymp.ru/news/123;24.09.2026;"Пермский государственный национальный исследовательский университет; →";"olymp.psu.ru/...; olimp.philos@gmail.com";"Положение; →";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Многопредметная олимпиада «Юные таланты»;https://olimpiada.ru/activity/425
5009;Олимпиада РАНХиГС по обществознанию;Обществознание;8–11 классы;8.0;11.0;Очно-заочная;Личная;9.0;Регистрация открыта;Отборочный этап стартует 20 октября. Регистрация открыта;"Отборочный этап: 20 окт—18 ноя
Регистрация: До 18 ноя";Опубликован;"Отборочный этап
20 окт—18 ноя
Регистрация
До 18 ноя";Обновлено 10 сентября;https://olimpiada.ru/activity/5009;II;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Российская академия народного хозяйства и государственной службы при президенте РФ; →";"ranepa.ru/...; olymp@ranepa.ru";"Положение; →";В олимпиаде по обществознанию могут участвовать все желающие школьники из 8-11 классов. Соревнование проходит в два этапа: заочный и очный. .. В заочном формате проводится отборочный этап. Участники, успешно справившиеся с заданиями отбора, приглашаются на финал. Заключительный этап проходит в очной форме в филиалах РАНХиГС в Москве и регионах России.;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада РАНХиГС;https://olimpiada.ru/activity/5009
393;Олимпиада РГГУ для школьников по обществознанию;Обществознание;9–11 классы;9.0;11.0;Очно-заочная;Личная;8.4;Этап запланирован;Регистрация на отборочный этап начнется 1 декабря 2026 года;"Регистрация на отборочный этап: 1 дек—11 янв
Отборочный этап: 13—27 янв
Заключительный этап: 21—22 фев";Опубликован;"Регистрация на отборочный этап
1 дек—11 янв
Отборочный этап
13—27 янв
Заключительный этап
21—22 фев";Обновлено 18 мая;https://olimpiada.ru/activity/393;II;обществознание;"Проект РСОШ 2026/27; не утвержден на 24.09.2026";https://www.garant.ru/products/ipo/prime/doc/56963051/;24.09.2026;"Российский государственный гуманитарный университет; →";"rsuh.ru/...; rsuh@rsuh.ru";"Положение; →; Регламент";;Личная | Участник самостоятельно выполняет задания | Очно-заочная | Нужно пройти дистанционный отбор, чтобы участвовать в очном финале;Объединение: Олимпиада РГГУ для школьников;https://olimpiada.ru/activity/393
